After round 0, test_loss = 2.3406, test_acc = 0.0917
After round 1, test_loss = 2.3174, test_acc = 0.1114
After round 2, test_loss = 2.2953, test_acc = 0.1419
After round 3, test_loss = 2.2732, test_acc = 0.1767
After round 4, test_loss = 2.2513, test_acc = 0.2185
After round 5, test_loss = 2.2295, test_acc = 0.2565
After round 6, test_loss = 2.2093, test_acc = 0.2882
After round 7, test_loss = 2.189, test_acc = 0.3285
After round 8, test_loss = 2.1683, test_acc = 0.3582
After round 9, test_loss = 2.1482, test_acc = 0.3935
After round 10, test_loss = 2.1285, test_acc = 0.4327
After round 11, test_loss = 2.11, test_acc = 0.4586
After round 12, test_loss = 2.0904, test_acc = 0.4866
After round 13, test_loss = 2.0715, test_acc = 0.5174
After round 14, test_loss = 2.0535, test_acc = 0.5303
After round 15, test_loss = 2.0362, test_acc = 0.5524
After round 16, test_loss = 2.0185, test_acc = 0.5743
After round 17, test_loss = 2.0011, test_acc = 0.5985
After round 18, test_loss = 1.9843, test_acc = 0.6054
After round 19, test_loss = 1.9672, test_acc = 0.6241
After round 20, test_loss = 1.9512, test_acc = 0.6402
After round 21, test_loss = 1.9351, test_acc = 0.6499
After round 22, test_loss = 1.9185, test_acc = 0.6545
After round 23, test_loss = 1.9031, test_acc = 0.6635
After round 24, test_loss = 1.8872, test_acc = 0.6725
After round 25, test_loss = 1.8718, test_acc = 0.6775
After round 26, test_loss = 1.8566, test_acc = 0.684
After round 27, test_loss = 1.8416, test_acc = 0.6882
After round 28, test_loss = 1.8265, test_acc = 0.6951
After round 29, test_loss = 1.8115, test_acc = 0.7009
After round 30, test_loss = 1.797, test_acc = 0.7007
After round 31, test_loss = 1.7828, test_acc = 0.6993
After round 32, test_loss = 1.7689, test_acc = 0.7066
After round 33, test_loss = 1.7549, test_acc = 0.714
After round 34, test_loss = 1.7418, test_acc = 0.7179
After round 35, test_loss = 1.7288, test_acc = 0.7239
After round 36, test_loss = 1.7154, test_acc = 0.7295
After round 37, test_loss = 1.7024, test_acc = 0.7322
After round 38, test_loss = 1.6901, test_acc = 0.7335
After round 39, test_loss = 1.6779, test_acc = 0.7378
After round 40, test_loss = 1.6657, test_acc = 0.7389
After round 41, test_loss = 1.6536, test_acc = 0.7439
After round 42, test_loss = 1.6413, test_acc = 0.7444
